EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
844,42,No,Travel_Rarely,Human Resources,5,5,Human Resources,1,3,Male,1,4,Manager,1,Single,18304.0,12920,0,Y,No,23,3,3,80,2,2,2,4,38,23,13,8
845,52,No,Travel_Frequently,Sales,18,1,Marketing,1,3,Female,4,2,Manager,3,Divorced,,16327,6,Y,No,20,3,3,80,0,15,4,2,17,6,4,10
846,33,Yes,Travel_Frequently,Research & Development,16,5,Technical Degree,1,1,Female,2,1,Laboratory Technician,1,Married,14778.0,22555,0,Y,No,19,4,1,80,2,3,1,4,1,0,3,16
847,19,Yes,Travel_Rarely,Sales,26,5,Human Resources,1,4,Male,4,3,Manager,3,Single,8008.0,14574,6,Y,No,17,3,1,80,1,25,6,3,9,9,14,13
848,41,No,Travel_Rarely,Human Resources,10,2,Other,1,1,Male,3,4,Manager,1,Married,16523.0,3568,1,Y,No,12,3,2,80,2,12,5,2,14,0,3,17
849,27,No,Non-Travel,Research & Development,4,4,Other,1,4,Male,4,4,Research Director,1,Married,19765.0,19125,7,Y,No,13,3,1,80,3,19,3,2,29,28,15,17
850,55,No,Non-Travel,Research & Development,1,2,Human Resources,1,2,Male,4,1,Laboratory Technician,2,Married,4618.0,11922,1,Y,Yes,14,3,4,80,2,18,0,2,16,6,0,11
851,39,No,Travel_Rarely,Sales,23,1,Technical Degree,1,3,Male,4,2,Sales Representative,1,Married,1272.0,24821,2,Y,No,14,3,1,80,1,26,3,4,3,0,3,17
852,43,No,Travel_Rarely,Research & Development,8,2,Human Resources,1,2,Female,3,5,Manufacturing Director,2,Single,14007.0,6904,2,Y,No,20,3,4,80,1,1,4,4,6,6,14,7
853,60,No,Travel_Rarely,Sales,5,2,Human Resources,1,3,Male,4,3,Sales Representative,4,Married,19157.0,4933,0,Y,No,18,4,1,80,1,9,3,4,40,23,6,7
854,56,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,2,Female,2,4,Research Scientist,3,Married,3547.0,6509,4,Y,Yes,20,3,1,80,0,24,4,2,30,10,13,7
855,44,No,Travel_Rarely,Sales,24,1,Marketing,1,1,Male,4,5,Sales Executive,4,Divorced,4164.0,6526,4,Y,No,24,3,2,80,1,18,6,2,38,8,4,14
856,46,No,Non-Travel,Sales,17,1,Other,1,2,Male,2,1,Sales Representative,3,Divorced,15414.0,7909,9,Y,No,20,3,3,80,0,14,1,1,33,11,8,7
857,55,No,Travel_Rarely,Sales,7,2,Technical Degree,1,2,Female,4,2,Sales Executive,4,Single,15327.0,23733,4,Y,No,16,3,3,80,1,38,3,1,5,2,3,13
858,37,No,Non-Travel,Research & Development,17,2,Life Sciences,1,1,Female,4,3,Laboratory Technician,3,Single,16576.0,5167,8,Y,No,13,4,3,80,0,23,2,4,37,3,10,12
859,44,No,Travel_Rarely,Research & Development,28,5,Life Sciences,1,3,Male,4,1,Research Director,1,Married,1946.0,12110,5,Y,No,21,3,2,80,1,15,5,2,33,27,2,7
860,58,No,Travel_Rarely,Sales,6,4,Life Sciences,1,3,Male,1,2,Manager,3,Divorced,15693.0,25990,5,Y,No,19,3,4,80,1,16,2,4,14,8,5,16
861,37,No,Travel_Frequently,Research & Development,29,5,Life Sciences,1,1,Female,1,1,Laboratory Technician,3,Married,17890.0,20602,2,Y,No,20,3,1,80,2,15,5,4,13,12,3,5
862,36,No,Travel_Rarely,Research & Development,22,4,Medical,1,2,Male,3,4,Research Director,4,Single,16540.0,3340,4,Y,No,18,4,2,80,1,17,3,1,5,2,10,16
863,37,No,Non-Travel,Research & Development,15,4,Marketing,1,2,Male,2,4,Research Scientist,4,Single,7719.0,26393,9,Y,No,19,4,4,80,2,3,6,3,36,36,12,3
864,52,No,Non-Travel,Research & Development,5,2,Medical,1,2,Male,3,5,Healthcare Representative,4,Single,9435.0,23023,6,Y,No,25,3,2,80,1,1,3,4,31,6,1,6
865,19,No,Travel_Rarely,Research & Development,15,5,Human Resources,1,4,Female,2,1,Healthcare Representative,2,Married,12350.0,3514,2,Y,No,15,3,2,80,1,30,5,3,2,0,4,16
866,47,No,Travel_Frequently,Research & Development,18,4,Human Resources,1,3,Male,3,4,Research Scientist,2,Married,4590.0,19795,1,Y,Yes,13,3,4,80,2,1,6,3,2,1,13,17
867,51,No,Travel_Rarely,Sales,18,4,Technical Degree,1,2,Male,3,2,Sales Executive,3,Married,11064.0,9724,4,Y,No,14,3,3,80,2,1,0,2,21,6,12,5
868,39,Yes,Travel_Rarely,Sales,25,1,Life Sciences,1,3,Male,4,5,Sales Executive,3,Single,18576.0,6167,2,Y,No,24,3,1,80,0,14,6,2,21,10,3,9
869,20,Yes,Travel_Rarely,Research & Development,21,4,Technical Degree,1,2,Female,4,3,Research Director,1,Single,18848.0,19406,4,Y,No,23,3,3,80,3,28,3,4,9,1,14,17
870,23,Yes,Travel_Rarely,Human Resources,21,2,Human Resources,1,1,Male,4,1,Human Resources,1,Married,1390.0,12478,8,Y,No,22,3,2,80,2,33,0,1,2,2,4,6
871,32,No,Travel_Frequently,Research & Development,23,3,Life Sciences,1,1,Male,4,4,Research Scientist,3,Divorced,13668.0,21142,9,Y,No,15,3,4,80,0,39,0,1,11,8,11,13
872,44,No,Non-Travel,Sales,6,1,Other,1,3,Male,4,2,Sales Representative,2,Married,12569.0,13963,0,Y,Yes,19,3,2,80,1,31,5,4,28,10,8,13
873,27,No,Travel_Rarely,Research & Development,2,3,Marketing,1,3,Male,3,1,Research Director,3,Divorced,14029.0,11304,3,Y,No,19,3,3,80,2,20,0,4,16,1,3,9
874,26,No,Non-Travel,Research & Development,27,2,Human Resources,1,1,Female,2,2,Manufacturing Director,1,Married,14107.0,6808,9,Y,No,24,3,3,80,2,29,0,1,6,6,5,8
875,50,No,Travel_Rarely,Sales,17,3,Other,1,4,Female,1,5,Manager,2,Single,3560.0,10833,4,Y,No,13,3,3,80,1,23,1,3,12,3,3,9
876,49,Yes,Travel_Rarely,Sales,21,4,Technical Degree,1,1,Female,1,4,Sales Representative,2,Single,6867.0,8733,1,Y,Yes,17,3,1,80,1,13,6,4,1,0,0,1
877,23,No,Travel_Rarely,Research & Development,4,3,Other,1,2,Female,2,4,Research Scientist,1,Married,16284.0,12429,1,Y,No,16,3,3,80,1,27,2,3,3,0,14,2
878,58,No,Non-Travel,Research & Development,12,5,Technical Degree,1,4,Female,1,5,Manager,3,Married,2211.0,6907,0,Y,No,25,3,1,80,1,13,0,4,9,1,1,15
879,53,No,Non-Travel,Sales,19,2,Human Resources,1,1,Male,3,2,Manager,4,Married,10121.0,13678,7,Y,No,14,3,1,80,3,33,2,4,38,15,5,9
880,19,Yes,Travel_Rarely,Sales,2,5,Medical,1,4,Female,2,1,Sales Executive,3,Married,2539.0,5225,1,Y,No,15,3,3,80,2,13,0,3,23,6,7,10
881,46,No,Travel_Rarely,Sales,26,3,Marketing,1,4,Male,2,2,Sales Executive,3,Married,18027.0,3014,2,Y,No,24,4,4,80,1,24,2,3,16,12,8,9
882,21,Yes,Travel_Rarely,Research & Development,2,5,Other,1,4,Female,1,1,Research Director,1,Single,9693.0,8768,1,Y,Yes,25,3,2,80,1,11,3,1,5,4,3,11
883,18,No,Travel_Rarely,Sales,14,1,Other,1,3,Male,1,5,Sales Executive,2,Divorced,9921.0,7458,3,Y,No,20,3,2,80,3,40,3,4,18,16,5,13
884,36,Yes,Non-Travel,Sales,15,3,Human Resources,1,1,Female,3,3,Sales Representative,1,Married,18667.0,4021,0,Y,No,12,3,1,80,2,39,2,2,4,4,2,8
885,43,No,Travel_Rarely,Research & Development,20,5,Human Resources,1,3,Male,4,1,Manufacturing Director,3,Married,11310.0,21060,2,Y,Yes,21,3,1,80,0,19,6,2,31,11,11,12
886,42,No,Travel_Rarely,Sales,2,4,Technical Degree,1,3,Female,2,4,Sales Representative,4,Married,13744.0,13128,4,Y,No,17,3,1,80,2,6,0,4,9,2,8,5
887,27,No,Travel_Frequently,Research & Development,4,3,Life Sciences,1,2,Female,4,4,Healthcare Representative,4,Married,5386.0,5106,9,Y,No,24,3,2,80,0,14,1,4,8,6,7,10
888,32,No,Travel_Rarely,Sales,19,1,Life Sciences,1,2,Female,1,4,Sales Executive,4,Single,18303.0,10975,0,Y,Yes,14,3,1,80,3,8,6,4,26,5,15,0
889,39,Yes,Travel_Rarely,Sales,9,4,Life Sciences,1,4,Female,2,2,Manager,1,Married,13242.0,10862,3,Y,No,12,3,4,80,1,3,2,3,12,7,11,14
890,38,No,Travel_Rarely,Sales,7,3,Technical Degree,1,4,Male,4,2,Sales Representative,2,Married,19723.0,12961,5,Y,No,21,3,4,80,3,30,6,2,18,12,14,6
891,39,No,Non-Travel,Research & Development,13,4,Life Sciences,1,2,Male,3,2,Research Scientist,1,Married,15257.0,12765,3,Y,No,16,3,1,80,2,22,4,2,20,4,0,10
892,53,No,Travel_Rarely,Research & Development,27,3,Human Resources,1,2,Female,3,4,Research Scientist,4,Single,9947.0,4584,6,Y,No,21,3,2,80,1,5,1,2,23,1,12,16
893,51,No,Travel_Frequently,Research & Development,12,3,Medical,1,1,Female,3,1,Laboratory Technician,3,Single,14946.0,6942,6,Y,No,22,3,3,80,2,27,4,4,37,10,1,4
894,47,No,Non-Travel,Research & Development,3,2,Medical,1,4,Male,2,4,Manager,2,Single,6930.0,3277,5,Y,No,12,3,2,80,0,11,2,3,3,3,9,8
895,42,No,Travel_Rarely,Research & Development,13,5,Medical,1,4,Male,2,1,Manager,1,Married,6402.0,5043,8,Y,Yes,20,3,3,80,2,21,0,4,23,5,15,15
896,45,No,Non-Travel,Sales,15,3,Life Sciences,1,2,Male,2,2,Sales Representative,1,Divorced,17017.0,9370,1,Y,No,12,3,3,80,3,23,6,1,34,25,13,10
897,18,Yes,Travel_Rarely,Sales,14,1,Medical,1,1,Male,2,3,Sales Representative,2,Single,1507.0,13364,9,Y,No,17,3,1,80,3,33,6,1,2,2,8,16
898,21,No,Non-Travel,Research & Development,24,5,Other,1,2,Male,2,2,Research Scientist,2,Married,2436.0,15672,7,Y,No,11,3,4,80,3,18,4,2,3,0,15,5
899,24,No,Travel_Rarely,Sales,9,2,Life Sciences,1,2,Male,4,5,Sales Representative,3,Single,12618.0,24244,7,Y,No,17,3,1,80,1,23,6,4,36,18,9,14
900,26,No,Travel_Rarely,Sales,13,5,Other,1,3,Male,4,1,Sales Executive,2,Divorced,9750.0,22166,9,Y,Yes,20,3,3,80,2,19,2,1,39,5,2,2
901,53,No,Non-Travel,Sales,23,5,Human Resources,1,4,Male,3,3,Sales Executive,3,Single,17122.0,25441,3,Y,No,15,4,1,80,1,33,1,1,34,28,13,8
902,36,Yes,Non-Travel,Sales,22,3,Other,1,1,Male,4,2,Sales Representative,4,Single,8354.0,10369,5,Y,No,11,3,3,80,2,26,0,4,30,10,2,11
903,18,Yes,Travel_Rarely,Sales,4,1,Human Resources,1,3,Male,4,3,Sales Representative,4,Single,12294.0,10467,5,Y,No,16,4,1,80,0,28,4,3,24,6,9,17
904,27,No,Travel_Rarely,Research & Development,21,3,Technical Degree,1,4,Male,3,4,Research Scientist,1,Divorced,14840.0,15953,4,Y,No,17,3,4,80,2,0,6,4,39,1,8,15
905,53,No,Non-Travel,Research & Development,8,1,Technical Degree,1,2,Female,3,1,Laboratory Technician,4,Married,5399.0,21865,0,Y,No,11,4,4,80,2,35,2,4,12,2,13,7
906,26,No,Travel_Frequently,Research & Development,3,1,Other,1,1,Male,1,5,Laboratory Technician,4,Single,6037.0,13551,2,Y,No,19,3,2,80,2,38,0,3,3,3,2,4
907,59,No,Travel_Rarely,Research & Development,2,4,Marketing,1,4,Female,3,4,Laboratory Technician,3,Single,16848.0,24156,6,Y,No,25,4,3,80,2,6,0,2,13,9,14,11
908,49,No,Travel_Rarely,Research & Development,19,3,Human Resources,1,2,Female,4,3,Healthcare Representative,1,Single,4715.0,17884,7,Y,No,17,3,3,80,0,19,3,2,12,5,9,5
909,49,No,Travel_Rarely,Sales,28,2,Life Sciences,1,3,Male,2,2,Sales Executive,2,Single,15877.0,11616,1,Y,No,11,3,1,80,1,19,0,2,26,16,11,11
910,23,No,Travel_Rarely,Research & Development,23,5,Marketing,1,1,Male,3,1,Manager,1,Divorced,8837.0,23720,2,Y,Yes,13,3,2,80,3,24,2,3,5,0,10,14
911,55,No,Travel_Rarely,Research & Development,8,4,Human Resources,1,4,Male,1,5,Manufacturing Director,4,Married,2301.0,17829,3,Y,Yes,15,3,4,80,2,20,1,1,16,4,4,9
912,34,No,Travel_Frequently,Sales,17,2,Life Sciences,1,3,Male,4,2,Manager,2,Married,8370.0,22506,4,Y,No,14,3,1,80,3,8,5,3,35,27,5,16
913,27,No,Non-Travel,Research & Development,13,3,Human Resources,1,2,Male,1,5,Manager,1,Married,19539.0,21344,2,Y,Yes,12,3,2,80,3,26,3,4,39,29,2,6
914,44,No,Travel_Rarely,Research & Development,7,1,Human Resources,1,2,Male,1,1,Manufacturing Director,1,Married,7411.0,9897,4,Y,No,25,3,4,80,3,27,2,3,34,6,13,6
915,52,No,Non-Travel,Research & Development,9,3,Life Sciences,1,4,Female,4,3,Healthcare Representative,1,Single,7365.0,4469,7,Y,Yes,11,3,1,80,3,24,2,1,16,8,9,10
916,38,Yes,Travel_Rarely,Research & Development,12,3,Human Resources,1,2,Male,1,5,Laboratory Technician,1,Single,16449.0,16836,7,Y,Yes,14,3,4,80,2,35,2,1,40,24,7,1
917,42,No,Travel_Rarely,Sales,29,4,Human Resources,1,1,Female,4,1,Manager,3,Married,1692.0,9051,1,Y,No,17,3,3,80,3,33,4,4,1,0,1,1
918,45,No,Travel_Frequently,Human Resources,14,2,Human Resources,1,4,Male,1,5,Manager,1,Single,2478.0,12564,5,Y,No,21,3,2,80,2,1,6,2,12,0,5,13
919,32,No,Travel_Rarely,Research & Development,14,4,Technical Degree,1,3,Female,2,2,Healthcare Representative,4,Married,7396.0,22452,3,Y,No,14,4,4,80,0,8,4,1,1,0,1,17
920,21,No,Non-Travel,Sales,15,2,Medical,1,4,Male,3,5,Manager,4,Divorced,9448.0,23827,8,Y,No,19,4,2,80,1,18,1,1,27,5,8,15
921,46,No,Travel_Rarely,Research & Development,3,4,Human Resources,1,4,Male,2,2,Research Scientist,3,Single,11622.0,11782,9,Y,No,24,4,1,80,1,14,2,1,25,17,5,10
922,26,No,Travel_Rarely,Research & Development,15,5,Life Sciences,1,3,Male,2,2,Research Director,2,Divorced,17825.0,22764,1,Y,Yes,18,3,2,80,2,20,6,4,21,9,8,8
923,44,No,Travel_Rarely,Research & Development,19,1,Other,1,2,Female,1,1,Manufacturing Director,2,Single,11073.0,18003,7,Y,No,18,3,1,80,2,15,4,1,2,2,13,6
924,43,No,Travel_Frequently,Research & Development,24,1,Human Resources,1,3,Male,3,4,Laboratory Technician,4,Married,3646.0,4545,0,Y,No,15,4,2,80,1,1,4,2,34,32,3,3
925,36,No,Travel_Rarely,Research & Development,20,1,Technical Degree,1,1,Female,3,5,Manufacturing Director,4,Married,6209.0,9665,5,Y,No,22,3,1,80,3,25,4,4,11,0,11,15
926,45,No,Travel_Rarely,  research & development  ,14,5,Technical Degree,1,2,Female,3,3,Sales Representative,3,Married,7533.0,22033,9,Y,No,25,3,1,80,2,28,1,2,23,12,2,13
927,34,Yes,Non-Travel,Sales,8,5,Other,1,4,Female,1,2,Sales Representative,2,Single,8211.0,20198,0,Y,No,11,3,1,80,3,32,1,1,4,4,1,10
928,60,No,Travel_Rarely,Research & Development,5,1,Human Resources,1,2,Male,2,4,Research Director,2,Divorced,10927.0,5907,1,Y,Yes,25,3,4,80,2,33,2,1,19,19,7,7
929,58,No,Travel_Rarely,Research & Development,19,1,Marketing,1,2,Female,4,2,Manager,1,Divorced,12927.0,5731,2,Y,No,19,3,3,80,2,26,3,2,38,0,3,10
930,59,No,Travel_Rarely,Sales,4,2,Other,1,1,Female,4,4,Sales Representative,1,Single,10316.0,17283,8,Y,No,12,3,2,80,0,6,2,4,38,2,1,16
931,37,No,Travel_Rarely,Sales,14,2,Medical,1,2,Male,4,4,Manager,1,Divorced,13177.0,9685,4,Y,No,16,3,3,80,0,14,4,4,12,1,10,9
932,57,No,Non-Travel,Research & Development,16,3,Life Sciences,1,2,Male,3,3,Research Director,3,Married,11846.0,10273,9,Y,Yes,20,3,3,80,1,16,5,2,40,40,8,11
933,56,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1,2,Female,4,4,Human Resources,4,Divorced,8933.0,13898,9,Y,No,24,3,3,80,0,8,6,1,11,10,11,0
934,40,No,Travel_Rarely,Research & Development,24,2,Life Sciences,1,4,Female,2,3,Laboratory Technician,3,Single,6476.0,15478,1,Y,Yes,15,3,3,80,0,12,4,3,12,0,7,1
935,49,No,Non-Travel,Sales,6,2,Life Sciences,1,2,Male,4,1,Sales Representative,2,Divorced,14853.0,13368,9,Y,No,20,3,2,80,1,31,0,2,9,6,4,17
936,50,No,Travel_Rarely,Sales,23,2,Technical Degree,1,3,Female,3,2,Sales Executive,4,Single,8928.0,12017,4,Y,No,23,3,2,80,3,1,5,2,32,28,7,6
937,22,Yes,Travel_Rarely,Sales,25,2,Medical,1,2,Male,3,3,Manager,1,Divorced,3080.0,16823,4,Y,No,25,3,3,80,0,31,5,2,39,35,4,15
938,60,No,Travel_Rarely,Human Resources,6,5,Human Resources,1,1,Male,4,2,Manager,3,Married,7089.0,24253,0,Y,No,18,4,2,80,3,19,6,1,15,4,12,12
939,51,No,Travel_Rarely,Sales,3,3,Human Resources,1,2,Male,3,5,Sales Executive,3,Married,8797.0,15621,2,Y,No,21,3,2,80,1,18,2,4,34,25,6,3
940,57,Yes,Travel_Rarely,Research & Development,15,2,Marketing,1,2,Male,4,1,Manager,1,Single,18245.0,10273,4,Y,No,13,4,1,80,2,26,4,1,2,0,4,9
941,28,Yes,Travel_Frequently,Sales,29,4,Human Resources,1,4,Female,3,5,Manager,3,Divorced,9346.0,18477,8,Y,Yes,16,3,2,80,3,35,4,2,4,0,12,8
942,20,No,Non-Travel,Research & Development,3,2,Medical,1,3,Male,1,5,Manufacturing Director,1,Married,1904.0,26570,9,Y,No,16,3,4,80,1,29,3,1,25,21,4,17
943,50,No,Travel_Rarely,Research & Development,11,5,Human Resources,1,2,Male,1,4,Research Scientist,2,Married,18653.0,15632,0,Y,Yes,20,3,3,80,3,10,0,1,10,8,12,8
944,28,No,Non-Travel,Research & Development,3,1,Technical Degree,1,3,Male,2,4,Laboratory Technician,4,Married,17788.0,2342,7,Y,No,13,3,2,80,1,15,2,2,6,1,3,9
945,33,No,Non-Travel,Sales,28,1,Other,1,1,Male,1,5,Manager,2,Divorced,10974.0,8940,0,Y,No,22,3,3,80,1,25,1,1,9,6,12,7
946,35,No,Travel_Rarely,Sales,10,3,Human Resources,1,4,Female,4,4,Sales Representative,2,Married,2184.0,20792,8,Y,No,22,3,2,80,2,29,2,3,33,21,15,10
947,47,No,Travel_Frequently,Sales,18,1,Life Sciences,1,3,Female,3,2,Manager,1,Single,2725.0,19007,5,Y,No,25,3,3,80,3,1,5,1,2,0,13,12
948,27,Yes,Travel_Rarely,Human Resources,1,2,Life Sciences,1,4,male,2,4,Manager,3,Divorced,12380.0,2867,0,Y,Yes,22,3,4,80,2,33,2,1,7,3,13,12
949,35,No,Travel_Rarely,Research & Development,16,5,Other,1,2,Female,4,5,Research Scientist,2,Married,14057.0,12668,7,Y,No,17,3,2,80,2,40,3,4,30,3,4,15
950,55,No,Non-Travel,Research & Development,16,3,Life Sciences,1,1,Male,4,4,Healthcare Representative,2,Married,6606.0,21856,4,Y,No,21,4,2,80,3,21,2,4,10,5,6,12
951,36,No,Travel_Frequently,Research & Development,27,2,Life Sciences,1,4,Female,2,4,Laboratory Technician,2,Single,4956.0,2170,6,Y,No,14,3,4,80,3,30,3,2,6,3,2,11
952,53,No,Travel_Rarely,Research & Development,10,1,Technical Degree,1,2,Female,2,3,Healthcare Representative,3,Divorced,17555.0,10769,6,Y,Yes,15,3,2,80,1,20,5,2,1,0,3,14
953,30,No,Travel_Rarely,Sales,1,4,Technical Degree,1,3,Male,4,3,Manager,3,Single,19690.0,10259,6,Y,No,19,3,3,80,3,35,3,4,5,4,7,15
954,20,No,Travel_Rarely,Human Resources,4,2,Technical Degree,1,1,Female,3,5,Human Resources,1,Married,17081.0,3515,5,Y,No,16,3,4,80,1,39,6,3,40,36,5,7
955,27,No,Travel_Rarely,Research & Development,3,4,Human Resources,1,1,Male,4,2,Healthcare Representative,2,Divorced,1421.0,10192,7,Y,No,20,4,1,80,1,22,6,1,31,22,7,5
956,55,No,Non-Travel,Research & Development,5,4,Other,1,3,Male,3,1,Healthcare Representative,4,Single,6540.0,4198,8,Y,No,25,4,3,80,1,25,4,3,19,6,10,7
957,18,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,3,Male,2,1,Manufacturing Director,3,Divorced,17288.0,19285,1,Y,No,23,3,2,80,1,17,1,3,33,19,1,1
958,44,No,Travel_Frequently,Sales,25,5,Marketing,1,1,Female,4,5,Sales Representative,1,Married,16966.0,24287,6,Y,Yes,14,3,3,80,1,14,5,4,15,0,12,17
959,25,No,Travel_Frequently,Sales,12,1,Other,1,4,Male,1,2,Sales Executive,2,Married,16882.0,16593,1,Y,Yes,18,3,4,80,1,33,3,2,24,13,15,10
960,59,No,Non-Travel,Research & Development,13,1,Marketing,1,1,Female,4,2,Manufacturing Director,4,Married,5675.0,15037,5,Y,No,19,3,2,80,3,21,0,1,11,7,8,16
961,34,No,Travel_Rarely,Sales,24,2,Life Sciences,1,3,Female,3,2,Sales Executive,3,Married,10082.0,9755,1,Y,Yes,20,3,2,80,3,27,5,2,6,3,15,9
962,26,No,Non-Travel,Research & Development,12,1,Medical,1,4,Male,4,3,Research Director,4,Single,14009.0,10986,9,Y,No,15,4,4,80,0,6,0,3,38,16,6,1
963,23,No,Travel_Rarely,Sales,25,3,Other,1,2,Male,3,5,Manager,3,Single,7748.0,4066,5,Y,No,12,3,1,80,3,39,1,3,16,13,15,1
964,60,No,Travel_Rarely,Research & Development,16,1,Human Resources,1,1,Female,1,1,Research Scientist,1,Divorced,7103.0,12011,1,Y,No,25,3,2,80,2,23,3,2,10,7,14,5
965,42,No,Travel_Rarely,Sales,13,2,Marketing,1,3,Male,2,2,Manager,4,Single,18857.0,26946,0,Y,Yes,25,3,2,80,0,34,5,2,5,3,14,16
966,56,No,Travel_Rarely,Research & Development,5,1,Other,1,2,Male,1,5,Manager,2,Divorced,19565.0,20922,6,Y,No,16,4,2,80,3,12,5,4,22,7,12,11
967,45,No,Travel_Rarely,Research & Development,24,5,Other,1,1,Female,3,1,Laboratory Technician,2,Single,12348.0,5907,2,Y,Yes,21,3,1,80,2,12,1,2,26,23,15,4
968,50,No,Travel_Rarely,Sales,4,4,Technical Degree,1,1,Female,2,3,Sales Representative,3,Married,10782.0,25344,3,Y,No,25,3,3,80,3,30,4,2,5,2,4,1
969,54,No,Travel_Frequently,Research & Development,21,4,Medical,1,4,Male,2,4,Manufacturing Director,2,Divorced,6882.0,17600,5,Y,No,22,3,1,80,1,18,0,4,37,24,10,8
970,26,Yes,Travel_Rarely,Research & Development,15,4,Technical Degree,1,3,Female,4,1,Manufacturing Director,4,Single,6798.0,12246,4,Y,No,18,3,3,80,0,28,5,2,1,0,14,1
971,35,No,Travel_Rarely,Research & Development,12,5,Medical,1,2,Male,1,1,Manager,1,Divorced,10627.0,4596,3,Y,No,23,3,2,80,1,21,2,3,21,0,14,13
972,38,No,Travel_Rarely,Human Resources,19,3,Medical,1,1,Male,3,1,Manager,3,Married,9415.0,14658,8,Y,Yes,15,3,3,80,0,40,0,2,19,1,6,14
973,19,No,Travel_Rarely,Research & Development,21,2,Human Resources,1,4,Female,3,4,Laboratory Technician,4,Married,13466.0,21705,5,Y,No,11,3,3,80,0,20,3,1,24,14,1,1
974,60,No,Travel_Rarely,Sales,28,5,Other,1,2,Female,2,2,Manager,3,Married,10846.0,11330,5,Y,Yes,18,3,3,80,1,15,1,3,14,5,10,17
975,55,No,Travel_Rarely,Sales,19,2,Technical Degree,1,2,Male,4,4,Manager,1,Married,13720.0,26104,1,Y,Yes,19,3,3,80,0,29,0,4,28,27,3,11
976,57,No,Non-Travel,Sales,21,3,Technical Degree,1,1,Male,3,1,Sales Executive,3,Married,10145.0,4621,5,Y,No,11,3,2,80,0,4,2,3,7,1,6,6
977,53,No,Non-Travel,Research & Development,11,5,Marketing,1,2,Female,4,3,Healthcare Representative,2,Married,5524.0,12920,6,Y,No,18,3,4,80,3,40,6,4,36,17,1,15
978,60,No,Non-Travel,Sales,21,1,Other,1,1,Male,2,1,Manager,2,Single,7559.0,11357,7,Y,No,20,3,1,80,2,40,2,1,32,21,7,2
979,54,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1,4,Male,2,3,Laboratory Technician,3,Single,8620.0,15749,7,Y,No,22,3,3,80,1,5,1,1,21,13,13,14
980,32,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,4,Male,2,5,Healthcare Representative,1,Divorced,4124.0,5841,8,Y,No,12,3,2,80,3,20,1,3,4,0,9,14
981,45,Yes,Non-Travel,Research & Development,1,5,Marketing,1,2,Female,4,3,Manager,1,Divorced,9671.0,16423,9,Y,No,14,3,2,80,3,10,6,2,38,26,15,6
982,35,Yes,Travel_Frequently,Research & Development,12,3,Medical,1,1,Male,3,1,Research Scientist,2,Married,12706.0,6558,2,Y,No,23,4,2,80,1,23,0,3,17,12,9,7
983,51,No,Travel_Rarely,Sales,26,3,Marketing,1,3,Male,1,4,Sales Executive,1,Married,18737.0,14768,9,Y,Yes,25,3,2,80,0,27,3,3,37,32,10,6
984,39,No,Travel_Rarely,Sales,14,5,Marketing,1,4,Male,4,1,Manager,3,Married,13070.0,23302,6,Y,No,25,3,3,80,1,14,4,1,36,4,4,2
985,28,No,Travel_Rarely,Research & Development,6,4,Technical Degree,1,1,Male,2,1,Research Director,4,Married,9134.0,6339,6,Y,Yes,12,3,1,80,2,38,2,4,29,25,12,17
986,30,No,Non-Travel,Research & Development,1,4,Marketing,1,1,Male,1,5,Manufacturing Director,3,Married,1924.0,2238,0,Y,No,12,3,2,80,2,39,1,3,30,12,4,6
987,21,No,Travel_Rarely,Research & Development,22,3,Medical,1,1,Male,1,2,Healthcare Representative,2,Divorced,19554.0,19604,7,Y,No,20,3,1,80,1,18,4,2,9,8,7,4
988,39,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,2,Male,1,1,Research Director,2,Single,6506.0,19152,3,Y,No,13,3,1,80,3,16,4,1,14,13,15,12
989,24,No,Travel_Rarely,Sales,24,3,Human Resources,1,3,Female,1,5,Sales Representative,2,Married,14650.0,26810,4,Y,No,24,3,1,80,1,2,4,3,17,2,15,1
990,60,No,Travel_Rarely,Research & Development,11,5,Other,1,2,Male,1,4,Manager,1,Divorced,3395.0,24714,5,Y,Yes,18,3,4,80,2,2,3,3,22,14,12,17
991,41,No,Travel_Rarely,Research & Development,3,5,Marketing,1,4,Male,2,5,Manager,3,Married,16310.0,9388,2,Y,No,14,4,2,80,1,38,1,2,32,29,12,3
992,21,No,Travel_Rarely,Research & Development,10,5,Other,1,2,Female,3,5,Manager,4,Divorced,9226.0,22976,4,Y,No,17,3,2,80,0,27,2,3,15,2,11,3
